0,0,w
0,1,w
0,2,w
0,3,w
0,4,w
0,5,w
0,6,w
0,7,w
0,8,w
0,9,w
0,10,w
0,11,w
0,12,w
0,13,w
0,14,w
0,15,w
0,16,w
0,17,w
0,18,w
0,19,w
0,20,w
0,21,w
0,22,w
0,23,w
0,24,w
0,25,w
0,26,w
0,27,w
1,0,w
1,1,p
1,2,p
1,3,p
1,4,p
1,5,p
1,6,p
1,7,p
1,8,p
1,9,p
1,10,p
1,11,p
1,12,p
1,13,w
1,14,w
1,15,p
1,16,p
1,17,p
1,18,p
1,19,p
1,20,p
1,21,p
1,22,p
1,23,p
1,24,p
1,25,p
1,26,p
1,27,w
2,0,w
2,1,p
2,2,w
2,3,w
2,4,w
2,5,w
2,6,p
2,7,w
2,8,w
2,9,w
2,10,w
2,11,w
2,12,p
2,13,w
2,14,w
2,15,p
2,16,w
2,17,w
2,18,w
2,19,w
2,20,w
2,21,p
2,22,w
2,23,w
2,24,w
2,25,w
2,26,p
2,27,w
3,0,w
3,1,p
3,2,w
3,3,w
3,4,w
3,5,w
3,6,p
3,7,w
3,8,w
3,9,w
3,10,w
3,11,w
3,12,p
3,13,w
3,14,w
3,15,p
3,16,w
3,17,w
3,18,w
3,19,w
3,20,w
3,21,p
3,22,w
3,23,w
3,24,w
3,25,w
3,26,p
3,27,w
4,0,w
4,1,p
4,2,w
4,3,w
4,4,w
4,5,w
4,6,p
4,7,w
4,8,w
4,9,w
4,10,w
4,11,w
4,12,p
4,13,w
4,14,w
4,15,p
4,16,w
4,17,w
4,18,w
4,19,w
4,20,w
4,21,p
4,22,w
4,23,w
4,24,w
4,25,w
4,26,p
4,27,w
5,0,w
5,1,p
5,2,p
5,3,p
5,4,p
5,5,p
5,6,p
5,7,p
5,8,p
5,9,p
5,10,p
5,11,p
5,12,p
5,13,p
5,14,p
5,15,p
5,16,p
5,17,p
5,18,p
5,19,p
5,20,p
5,21,p
5,22,p
5,23,p
5,24,p
5,25,p
5,26,p
5,27,w
6,0,w
6,1,p
6,2,w
6,3,w
6,4,w
6,5,w
6,6,p
6,7,w
6,8,w
6,9,p
6,10,w
6,11,w
6,12,w
6,13,w
6,14,w
6,15,w
6,16,w
6,17,w
6,18,p
6,19,w
6,20,w
6,21,p
6,22,w
6,23,w
6,24,w
6,25,w
6,26,p
6,27,w
7,0,w
7,1,p
7,2,w
7,3,w
7,4,w
7,5,w
7,6,p
7,7,w
7,8,w
7,9,p
7,10,w
7,11,w
7,12,w
7,13,w
7,14,w
7,15,w
7,16,w
7,17,w
7,18,p
7,19,w
7,20,w
7,21,p
7,22,w
7,23,w
7,24,w
7,25,w
7,26,p
7,27,w
8,0,w
8,1,p
8,2,p
8,3,p
8,4,p
8,5,p
8,6,p
8,7,w
8,8,w
8,9,p
8,10,p
8,11,p
8,12,p
8,13,w
8,14,w
8,15,p
8,16,p
8,17,p
8,18,p
8,19,w
8,20,w
8,21,p
8,22,p
8,23,p
8,24,p
8,25,p
8,26,p
8,27,w
9,0,w
9,1,w
9,2,w
9,3,w
9,4,w
9,5,w
9,6,p
9,7,w
9,8,w
9,9,w
9,10,w
9,11,w
9,12,e
9,13,w
9,14,w
9,15,e
9,16,w
9,17,w
9,18,w
9,19,w
9,20,w
9,21,p
9,22,w
9,23,w
9,24,w
9,25,w
9,26,w
9,27,w
10,0,w
10,1,w
10,2,w
10,3,w
10,4,w
10,5,w
10,6,p
10,7,w
10,8,w
10,9,w
10,10,w
10,11,w
10,12,e
10,13,w
10,14,w
10,15,e
10,16,w
10,17,w
10,18,w
10,19,w
10,20,w
10,21,p
10,22,w
10,23,w
10,24,w
10,25,w
10,26,w
10,27,w
11,0,w
11,1,w
11,2,w
11,3,w
11,4,w
11,5,w
11,6,p
11,7,w
11,8,w
11,9,e
11,10,e
11,11,e
11,12,e
11,13,e
11,14,e
11,15,e
11,16,e
11,17,e
11,18,e
11,19,w
11,20,w
11,21,p
11,22,w
11,23,w
11,24,w
11,25,w
11,26,w
11,27,w
12,0,w
12,1,w
12,2,w
12,3,w
12,4,w
12,5,w
12,6,p
12,7,w
12,8,w
12,9,e
12,10,w
12,11,w
12,12,w
12,13,w
12,14,w
12,15,w
12,16,w
12,17,w
12,18,e
12,19,w
12,20,w
12,21,p
12,22,w
12,23,w
12,24,w
12,25,w
12,26,w
12,27,w
13,0,w
13,1,w
13,2,w
13,3,w
13,4,w
13,5,w
13,6,p
13,7,w
13,8,w
13,9,e
13,10,w
13,11,w
13,12,w
13,13,w
13,14,w
13,15,w
13,16,w
13,17,w
13,18,e
13,19,w
13,20,w
13,21,p
13,22,w
13,23,w
13,24,w
13,25,w
13,26,w
13,27,w
14,0,w
14,1,e
14,2,e
14,3,e
14,4,e
14,5,e
14,6,p
14,7,e
14,8,e
14,9,e
14,10,w
14,11,w
14,12,w
14,13,w
14,14,w
14,15,w
14,16,w
14,17,w
14,18,e
14,19,e
14,20,e
14,21,p
14,22,e
14,23,e
14,24,e
14,25,e
14,26,e
14,27,w
15,0,w
15,1,w
15,2,w
15,3,w
15,4,w
15,5,w
15,6,p
15,7,w
15,8,w
15,9,e
15,10,w
15,11,w
15,12,w
15,13,w
15,14,w
15,15,w
15,16,w
15,17,w
15,18,e
15,19,w
15,20,w
15,21,p
15,22,w
15,23,w
15,24,w
15,25,w
15,26,w
15,27,w
16,0,w
16,1,w
16,2,w
16,3,w
16,4,w
16,5,w
16,6,p
16,7,w
16,8,w
16,9,e
16,10,w
16,11,w
16,12,w
16,13,w
16,14,w
16,15,w
16,16,w
16,17,w
16,18,e
16,19,w
16,20,w
16,21,p
16,22,w
16,23,w
16,24,w
16,25,w
16,26,w
16,27,w
17,0,w
17,1,w
17,2,w
17,3,w
17,4,w
17,5,w
17,6,p
17,7,w
17,8,w
17,9,e
17,10,e
17,11,e
17,12,e
17,13,e
17,14,e
17,15,e
17,16,e
17,17,e
17,18,e
17,19,w
17,20,w
17,21,p
17,22,w
17,23,w
17,24,w
17,25,w
17,26,w
17,27,w
18,0,w
18,1,w
18,2,w
18,3,w
18,4,w
18,5,w
18,6,p
18,7,w
18,8,w
18,9,e
18,10,w
18,11,w
18,12,w
18,13,w
18,14,w
18,15,w
18,16,w
18,17,w
18,18,e
18,19,w
18,20,w
18,21,p
18,22,w
18,23,w
18,24,w
18,25,w
18,26,w
18,27,w
19,0,w
19,1,w
19,2,w
19,3,w
19,4,w
19,5,w
19,6,p
19,7,w
19,8,w
19,9,e
19,10,w
19,11,w
19,12,w
19,13,w
19,14,w
19,15,w
19,16,w
19,17,w
19,18,e
19,19,w
19,20,w
19,21,p
19,22,w
19,23,w
19,24,w
19,25,w
19,26,w
19,27,w
20,0,w
20,1,p
20,2,p
20,3,p
20,4,p
20,5,p
